"","Media","Sample","StartingOD","ObsSOD","MaxGrowthRate","DoubleTime","LagTime","SatPoint"
"42","SC+GLU","2.3_S",0.25,0.562725672338713,0.00720232883953911,96.2393131447607,40.231490531919,7.24304473080492
"43","SC+GLU","3.1_S",0.25,0.488135632715274,0.00479447051243615,144.572206411954,75.2717854577545,5.06039955498345
"44","SC+GLU","3.2_S",0.25,0.435984895210124,0.00515704077175642,134.407931067,82.3590312485683,4.98716520892628
"45","SC+GLU","3.3_S",0.25,0.50572395225086,0.00489426667346198,141.624318167699,85.3964801388246,5.19839842819693
"46","SC+GLU","4.1_S",0.25,0.418799614209004,0.00783131401344213,88.5096906304851,43.9320674299867,7.85721339324415
"47","SC+GLU","4.2_S",0.25,0.488135632715274,0.00758048651661572,91.4383501692974,45.0928594567681,8.16308137540216
"48","YPDA","1.1_Y",0.03125,0.0370863304620888,0.00616990434631199,112.343262010904,83.5503847946659,4.20813740612799
"49","YPDA","1.2_Y",0.03125,0.0495164748894939,0.00581613498540017,119.176597912515,89.8110708185378,4.18030244755507
"50","YPDA","1.3_Y",0.03125,0.0401905769640566,0.00608742100825391,113.865490758748,89.6751366710514,4.20813740612799
"51","YPDA","2.1_Y",0.03125,0.0495164748894939,0.00950226382185598,72.9454784201687,68.1981409148046,6.73599167002578
"52","YPDA","2.2_Y",0.03125,0.0401905769640566,0.0102599705753018,67.55839848396,73.8797314153974,6.7489135999238
"53","YPDA","2.3_Y",0.03125,0.0588624351311091,0.00947780843223782,73.133698102852,79.9912260139131,6.73599167002578
"54","YPDA","3.1_Y",0.03125,0.0339842512612436,0.00602390970995647,115.065997655027,72.1869476756084,4.32074237269924
"55","YPDA","3.2_Y",0.03125,0.0464056337164793,0.00564496412679211,122.790360574681,83.7807999531149,4.44503880270837
"56","YPDA","3.3_Y",0.03125,0.0370863304620888,0.0060488849509611,114.590901658629,83.6964505477565,4.49349113939589
"57","YPDA","4.1_Y",0.03125,0.055744860135529,0.00947628911725703,73.1454234862539,81.8615899537439,7.1852847456716
"58","YPDA","4.2_Y",0.03125,0.0464056337164793,0.00979236590997528,70.7844444266376,80.1946371561443,7.22592265647621
"59","YPDA","4.3_Y",0.03125,0.0526295452087505,0.00957902794598412,72.3609101537843,75.9069034542173,7.48710110420848
"60","YPDA","1.1_Y",0.0625,0.0870248642985822,0.00577151972017214,120.097862290467,77.2241879638487,4.23609846047432
"61","YPDA","1.2_Y",0.0625,0.102754450610126,0.00549958853514806,126.036189094878,72.9477582416173,4.2641860280486
"62","YPDA","1.3_Y",0.0625,0.0870248642985822,0.00588094683357066,117.863194512013,82.2387950411231,4.32074237269924
"63","YPDA","2.1_Y",0.0625,0.112221982562807,0.00924442736804007,74.9800017853243,68.6937352971921,7.1448095274898
"64","YPDA","2.2_Y",0.0625,0.09330934654944,0.00973873216918801,71.1742728435398,67.5292879346577,7.0643454991764
"65","YPDA","2.3_Y",0.0625,0.109063620821781,0.00936207652570032,74.0377606033396,67.3588516245364,7.09109492580093
"66","YPDA","3.1_Y",0.0625,0.0713556450270437,0.00584182815436275,118.652442736148,54.5240318909248,4.48377178494374
"67","YPDA","3.2_Y",0.0625,0.0964552483504689,0.00547888873375859,126.512366693827,70.1994227708983,4.45470041385378
"68","YPDA","3.3_Y",0.0625,0.0901658903525711,0.00572457797091016,121.082669164822,85.4265016051588,4.670929637575
"69","YPDA","4.1_Y",0.0625,0.102754450610126,0.00945238603808956,73.3303927460033,70.4004129139421,7.92755554834319
"70","YPDA","4.2_Y",0.0625,0.105907781991314,0.00974361109247975,71.138633714037,82.4463385568869,8.13239522807836
"71","YPDA","4.3_Y",0.0625,0.118546336621656,0.00940902744927474,73.6683131489189,81.8061857529469,8.72290635524862
"72","YPDA","1.1_Y",0.125,0.163111502659631,0.00559922145510762,123.793492741327,50.8148915813896,4.35873031985288
"73","YPDA","1.2_Y",0.125,0.185596186864396,0.00551229872663272,125.74557638014,57.103415888311,4.41614029046792
"74","YPDA","1.3_Y",0.125,0.175942838971726,0.00559968189350948,123.783313720618,57.1798896354539,4.49349113939589
"75","YPDA","2.1_Y",0.125,0.217964466916989,0.00892931406084405,77.6260276922576,59.989595315769,7.29401518080619
"76","YPDA","2.2_Y",0.125,0.192046196263755,0.00943091427775377,73.4973471442725,63.2719536878226,7.44542311257031
"77","YPDA","2.3_Y",0.125,0.192046196263755,0.009327045048488,74.315839256326,57.2306029454816,7.84090337233106
"78","YPDA","3.1_Y",0.125,0.159910671615598,0.00569331867537327,121.747476310818,57.3384915673328,4.51297328720113
"79","YPDA","3.2_Y",0.125,0.17915775339014,0.00542071800634403,127.86999429757,48.065894513317,4.72106254187385
"80","YPDA","3.3_Y",0.125,0.16631511945598,0.00557862627468513,124.250513734059,50.0858029706529,4.77156619840571
"81","YPDA","4.1_Y",0.125,0.195275580588547,0.00945135332630658,73.3384052663297,63.4030921391407,8.59936113787148
"82","YPDA","4.2_Y",0.125,0.198507905278455,0.00960768952695508,72.1450436772826,64.4575321827719,9.79103047142099
"83","YPDA","4.3_Y",0.125,0.221217807078538,0.00916782794705945,75.6064778443262,58.6935388390467,10.1669250712154
"84","YPDA","1.1_Y",0.25,0.401853924679724,0.0051723551264349,134.00997487922,40.4724652568429,4.6211655528492
"85","YPDA","1.2_Y",0.25,0.384687983888135,0.00519290830819422,133.479572413436,39.0424656421158,4.55211177133117
"86","YPDA","1.3_Y",0.25,0.40529874788632,0.00517212277086866,134.015995224245,38.5769005103624,4.7009649981153
"87","YPDA","2.1_Y",0.25,0.4504432902208,0.00854716204405692,81.0967636961919,53.347763648485,9.55706075413885
"88","YPDA","2.2_Y",0.25,0.4504432902208,0.00852375132574282,81.3194981963578,50.5147357068267,8.17677537756271
"89","YPDA","2.3_Y",0.25,0.453944322364303,0.00846649185919424,81.8694675536973,52.3606359850967,8.31095209520864
"90","YPDA","3.1_Y",0.25,0.3881134668852,0.00520580654407654,133.148854973999,42.1068175738442,4.81223736398648
"91","YPDA","3.2_Y",0.25,0.391542787001612,0.00519046816046893,133.542323954324,38.9703706353491,4.68092665102381
"92","YPDA","3.3_Y",0.25,0.371024113867744,0.00530840339983773,130.575453361577,37.9826504988939,4.59148333142222
"93","YPDA","4.1_Y",0.25,0.422581889531084,0.00877640634280077,78.9784740457612,49.8187009306388,10.2016006684687
"94","YPDA","4.2_Y",0.25,0.460958794763581,0.00873981983924775,79.3090925567186,57.3007426353258,9.31084085851748
